dateRep,cases,countriesAndTerritories,cNum
29/04/2020,15,San_Marino,525.35338
30/04/2020,10,San_Marino,496.3283314
1/5/2020,6,San_Marino,415.0581952
2/5/2020,11,San_Marino,420.863205
3/5/2020,0,San_Marino,362.8131077
4/5/2020,2,San_Marino,351.2030883
5/5/2020,0,San_Marino,348.3005834
6/5/2020,7,San_Marino,327.9830494
7/5/2020,19,San_Marino,348.3005834
8/5/2020,14,San_Marino,351.2030883
9/5/2020,1,San_Marino,319.2755348
10/5/2020,14,San_Marino,359.9106029
11/5/2020,-9,San_Marino,261.2254376
12/5/2020,0,San_Marino,261.2254376
13/05/2020,10,San_Marino,246.7129132
14/05/2020,5,San_Marino,232.2003889
15/05/2020,5,San_Marino,229.2978841
16/05/2020,4,San_Marino,208.98035
17/05/2020,1,San_Marino,211.8828549
18/05/2020,1,San_Marino,208.98035
19/05/2020,0,San_Marino,208.98035
20/05/2020,1,San_Marino,191.5653209
21/05/2020,1,San_Marino,139.3202334
22/05/2020,2,San_Marino,104.490175
23/05/2020,3,San_Marino,110.2951847
24/05/2020,4,San_Marino,81.27013613
25/05/2020,0,San_Marino,107.3926799
26/05/2020,1,San_Marino,110.2951847
27/05/2020,0,San_Marino,81.27013613
28/05/2020,1,San_Marino,69.66011668
29/05/2020,3,San_Marino,63.85510696
30/05/2020,1,San_Marino,55.14759237
31/05/2020,0,San_Marino,52.24508751
1/6/2020,0,San_Marino,49.34258265
2/6/2020,16,San_Marino,95.78266044
3/6/2020,0,San_Marino,92.88015557
4/6/2020,0,San_Marino,89.97765071
5/6/2020,0,San_Marino,84.17264099
6/6/2020,0,San_Marino,75.4651264
7/6/2020,0,San_Marino,63.85510696
8/6/2020,0,San_Marino,63.85510696
9/6/2020,0,San_Marino,60.9526021
10/6/2020,1,San_Marino,63.85510696
11/6/2020,3,San_Marino,69.66011668
12/6/2020,0,San_Marino,60.9526021
13/06/2020,3,San_Marino,66.75761182
14/06/2020,0,San_Marino,66.75761182
15/06/2020,0,San_Marino,66.75761182
16/06/2020,0,San_Marino,20.31753403
17/06/2020,0,San_Marino,20.31753403
18/06/2020,2,San_Marino,26.12254376
19/06/2020,0,San_Marino,26.12254376
20/06/2020,0,San_Marino,26.12254376
21/06/2020,0,San_Marino,26.12254376
22/06/2020,0,San_Marino,26.12254376
23/06/2020,2,San_Marino,31.92755348
24/06/2020,0,San_Marino,29.02504862
25/06/2020,0,San_Marino,20.31753403
26/06/2020,0,San_Marino,20.31753403
27/06/2020,0,San_Marino,11.61001945
28/06/2020,0,San_Marino,11.61001945
29/06/2020,0,San_Marino,11.61001945
30/06/2020,0,San_Marino,11.61001945
1/7/2020,0,San_Marino,11.61001945
2/7/2020,0,San_Marino,5.80500972
3/7/2020,0,San_Marino,5.80500972
4/7/2020,0,San_Marino,5.80500972
5/7/2020,0,San_Marino,5.80500972
6/7/2020,0,San_Marino,5.80500972
7/7/2020,0,San_Marino,0
8/7/2020,0,San_Marino,0
9/7/2020,1,San_Marino,2.90250486
10/7/2020,0,San_Marino,2.90250486
11/7/2020,0,San_Marino,2.90250486
12/7/2020,0,San_Marino,2.90250486
13/07/2020,0,San_Marino,2.90250486
14/07/2020,0,San_Marino,2.90250486
15/07/2020,0,San_Marino,2.90250486
16/07/2020,0,San_Marino,2.90250486
17/07/2020,0,San_Marino,2.90250486
18/07/2020,0,San_Marino,2.90250486
19/07/2020,0,San_Marino,2.90250486
20/07/2020,0,San_Marino,2.90250486
21/07/2020,0,San_Marino,2.90250486
22/07/2020,0,San_Marino,2.90250486
23/07/2020,0,San_Marino,0
24/07/2020,0,San_Marino,0
25/07/2020,0,San_Marino,0
26/07/2020,0,San_Marino,0
27/07/2020,0,San_Marino,0
28/07/2020,0,San_Marino,0
29/07/2020,0,San_Marino,0
30/07/2020,0,San_Marino,0
31/07/2020,0,San_Marino,0
1/8/2020,0,San_Marino,0
2/8/2020,0,San_Marino,0
3/8/2020,0,San_Marino,0
4/8/2020,0,San_Marino,0
5/8/2020,0,San_Marino,0
6/8/2020,11,San_Marino,31.92755348
7/8/2020,0,San_Marino,31.92755348
8/8/2020,0,San_Marino,31.92755348
9/8/2020,0,San_Marino,31.92755348
10/8/2020,0,San_Marino,31.92755348
11/8/2020,0,San_Marino,31.92755348
12/8/2020,0,San_Marino,31.92755348
13/08/2020,0,San_Marino,31.92755348
14/08/2020,0,San_Marino,31.92755348
15/08/2020,0,San_Marino,31.92755348
16/08/2020,0,San_Marino,31.92755348
17/08/2020,0,San_Marino,31.92755348
18/08/2020,0,San_Marino,31.92755348
19/08/2020,0,San_Marino,31.92755348
20/08/2020,0,San_Marino,0
21/08/2020,0,San_Marino,0
22/08/2020,0,San_Marino,0
23/08/2020,0,San_Marino,0
24/08/2020,0,San_Marino,0
25/08/2020,0,San_Marino,0
26/08/2020,0,San_Marino,0
27/08/2020,0,San_Marino,0
28/08/2020,0,San_Marino,0
29/08/2020,0,San_Marino,0
30/08/2020,0,San_Marino,0
31/08/2020,0,San_Marino,0
1/9/2020,5,San_Marino,14.51252431
2/9/2020,0,San_Marino,14.51252431
3/9/2020,0,San_Marino,14.51252431
4/9/2020,0,San_Marino,14.51252431
5/9/2020,0,San_Marino,14.51252431
6/9/2020,1,San_Marino,17.41502917
7/9/2020,0,San_Marino,17.41502917
8/9/2020,0,San_Marino,17.41502917
9/9/2020,0,San_Marino,17.41502917
10/9/2020,6,San_Marino,34.83005834
11/9/2020,0,San_Marino,34.83005834
12/9/2020,0,San_Marino,34.83005834
13/09/2020,0,San_Marino,34.83005834
14/09/2020,0,San_Marino,34.83005834
15/09/2020,0,San_Marino,20.31753403
16/09/2020,1,San_Marino,23.22003889
17/09/2020,0,San_Marino,23.22003889
18/09/2020,0,San_Marino,23.22003889
19/09/2020,0,San_Marino,23.22003889
20/09/2020,0,San_Marino,20.31753403
21/09/2020,0,San_Marino,20.31753403
22/09/2020,0,San_Marino,20.31753403
23/09/2020,0,San_Marino,20.31753403
24/09/2020,0,San_Marino,2.90250486
25/09/2020,4,San_Marino,14.51252431
26/09/2020,0,San_Marino,14.51252431
27/09/2020,0,San_Marino,14.51252431
28/09/2020,0,San_Marino,14.51252431
29/09/2020,0,San_Marino,14.51252431
30/09/2020,0,San_Marino,11.61001945
1/10/2020,5,San_Marino,26.12254376
2/10/2020,0,San_Marino,26.12254376
3/10/2020,0,San_Marino,26.12254376
4/10/2020,0,San_Marino,26.12254376
5/10/2020,0,San_Marino,26.12254376
6/10/2020,0,San_Marino,26.12254376
7/10/2020,19,San_Marino,81.27013613
8/10/2020,0,San_Marino,81.27013613
9/10/2020,1,San_Marino,72.56262154
10/10/2020,0,San_Marino,72.56262154
11/10/2020,0,San_Marino,72.56262154
12/10/2020,0,San_Marino,72.56262154
13/10/2020,0,San_Marino,72.56262154
14/10/2020,0,San_Marino,72.56262154
15/10/2020,0,San_Marino,58.05009723
16/10/2020,7,San_Marino,78.36763127
17/10/2020,0,San_Marino,78.36763127
18/10/2020,0,San_Marino,78.36763127
19/10/2020,0,San_Marino,78.36763127
20/10/2020,7,San_Marino,98.6851653
21/10/2020,0,San_Marino,43.53757293
22/10/2020,8,San_Marino,66.75761182
23/10/2020,28,San_Marino,145.1252431
24/10/2020,17,San_Marino,194.4678257
25/10/2020,0,San_Marino,194.4678257
26/10/2020,0,San_Marino,194.4678257
27/10/2020,33,San_Marino,290.2504862
28/10/2020,0,San_Marino,290.2504862
29/10/2020,75,San_Marino,507.9383508
30/10/2020,1,San_Marino,490.5233216
31/10/2020,0,San_Marino,490.5233216
1/11/2020,0,San_Marino,490.5233216
2/11/2020,0,San_Marino,490.5233216
3/11/2020,0,San_Marino,470.2057876
4/11/2020,66,San_Marino,661.7711085
5/11/2020,0,San_Marino,638.5510696
6/11/2020,49,San_Marino,699.5036717
7/11/2020,0,San_Marino,650.161089
8/11/2020,0,San_Marino,650.161089
9/11/2020,0,San_Marino,650.161089
10/11/2020,71,San_Marino,760.4562738
11/11/2020,0,San_Marino,760.4562738
12/11/2020,76,San_Marino,763.3587786
13/11/2020,0,San_Marino,760.4562738
14/11/2020,63,San_Marino,943.3140801
15/11/2020,0,San_Marino,943.3140801
16/11/2020,0,San_Marino,943.3140801
17/11/2020,37,San_Marino,1050.70676
18/11/2020,0,San_Marino,859.1414391
19/11/2020,68,San_Marino,1056.51177
20/11/2020,0,San_Marino,914.2890314
21/11/2020,37,San_Marino,1021.681711
22/11/2020,0,San_Marino,1021.681711
23/11/2020,0,San_Marino,1021.681711
24/11/2020,33,San_Marino,911.3865266
25/11/2020,0,San_Marino,911.3865266
26/11/2020,64,San_Marino,876.5564682
27/11/2020,22,San_Marino,940.4115752
28/11/2020,40,San_Marino,873.6539634
29/11/2020,32,San_Marino,966.5341189
30/11/2020,0,San_Marino,966.5341189
1/12/2020,26,San_Marino,934.6065655
2/12/2020,38,San_Marino,1044.90175
3/12/2020,37,San_Marino,954.9240995
4/12/2020,27,San_Marino,1033.291731
5/12/2020,42,San_Marino,1047.804255
6/12/2020,33,San_Marino,1143.586916
7/12/2020,0,San_Marino,1143.586916
8/12/2020,11,San_Marino,1079.731809
9/12/2020,0,San_Marino,1079.731809
10/12/2020,34,San_Marino,992.6566627
11/12/2020,34,San_Marino,1027.486721
12/12/2020,40,San_Marino,1027.486721
13/12/2020,24,San_Marino,1004.266682
14/12/2020,15,San_Marino,1047.804255
9/4/2020,4,Sao_Tome_and_Principe,
10/4/2020,0,Sao_Tome_and_Principe,
11/4/2020,0,Sao_Tome_and_Principe,
12/4/2020,0,Sao_Tome_and_Principe,
13/04/2020,0,Sao_Tome_and_Principe,
14/04/2020,0,Sao_Tome_and_Principe,
15/04/2020,0,Sao_Tome_and_Principe,
16/04/2020,0,Sao_Tome_and_Principe,
17/04/2020,0,Sao_Tome_and_Principe,
18/04/2020,0,Sao_Tome_and_Principe,
19/04/2020,0,Sao_Tome_and_Principe,
20/04/2020,0,Sao_Tome_and_Principe,
21/04/2020,0,Sao_Tome_and_Principe,
22/04/2020,0,Sao_Tome_and_Principe,1.86004985
23/04/2020,3,Sao_Tome_and_Principe,1.39503739
24/04/2020,1,Sao_Tome_and_Principe,1.86004985
25/04/2020,0,Sao_Tome_and_Principe,1.86004985
26/04/2020,0,Sao_Tome_and_Principe,1.86004985
27/04/2020,0,Sao_Tome_and_Principe,1.86004985
28/04/2020,0,Sao_Tome_and_Principe,1.86004985
29/04/2020,3,Sao_Tome_and_Principe,3.25508724
30/04/2020,3,Sao_Tome_and_Principe,4.65012462
1/5/2020,2,Sao_Tome_and_Principe,5.58014955
2/5/2020,2,Sao_Tome_and_Principe,6.51017447
3/5/2020,0,Sao_Tome_and_Principe,6.51017447
4/5/2020,0,Sao_Tome_and_Principe,6.51017447
5/5/2020,156,Sao_Tome_and_Principe,79.0521186
6/5/2020,0,Sao_Tome_and_Principe,79.0521186
7/5/2020,0,Sao_Tome_and_Principe,77.65708121
8/5/2020,13,Sao_Tome_and_Principe,83.23723076
9/5/2020,21,Sao_Tome_and_Principe,93.00249247
10/5/2020,0,Sao_Tome_and_Principe,93.00249247
11/5/2020,0,Sao_Tome_and_Principe,93.00249247
12/5/2020,4,Sao_Tome_and_Principe,94.86254232
13/05/2020,8,Sao_Tome_and_Principe,97.18760463
14/05/2020,15,Sao_Tome_and_Principe,102.7677542
15/05/2020,0,Sao_Tome_and_Principe,101.8377293
16/05/2020,0,Sao_Tome_and_Principe,100.9077043
17/05/2020,0,Sao_Tome_and_Principe,100.9077043
18/05/2020,0,Sao_Tome_and_Principe,100.9077043
19/05/2020,11,Sao_Tome_and_Principe,33.48089729
20/05/2020,5,Sao_Tome_and_Principe,35.8059596
21/05/2020,0,Sao_Tome_and_Principe,35.8059596
22/05/2020,0,Sao_Tome_and_Principe,29.76079759
23/05/2020,0,Sao_Tome_and_Principe,19.99553588
24/05/2020,40,Sao_Tome_and_Principe,38.59603437
25/05/2020,8,Sao_Tome_and_Principe,42.31613407
26/05/2020,0,Sao_Tome_and_Principe,40.45608422
27/05/2020,142,Sao_Tome_and_Principe,102.7677542
28/05/2020,2,Sao_Tome_and_Principe,96.72259217
29/05/2020,15,Sao_Tome_and_Principe,103.6977791
30/05/2020,5,Sao_Tome_and_Principe,106.0228414
31/05/2020,16,Sao_Tome_and_Principe,113.4630408
1/6/2020,4,Sao_Tome_and_Principe,115.3230907
2/6/2020,1,Sao_Tome_and_Principe,110.672966
3/6/2020,0,Sao_Tome_and_Principe,108.3479037
4/6/2020,0,Sao_Tome_and_Principe,108.3479037
5/6/2020,15,Sao_Tome_and_Principe,115.3230907
6/6/2020,10,Sao_Tome_and_Principe,119.9732153
7/6/2020,4,Sao_Tome_and_Principe,103.2327666
8/6/2020,1,Sao_Tome_and_Principe,99.9776794
9/6/2020,0,Sao_Tome_and_Principe,99.9776794
10/6/2020,0,Sao_Tome_and_Principe,33.94590975
11/6/2020,118,Sao_Tome_and_Principe,87.88735538
12/6/2020,7,Sao_Tome_and_Principe,84.16725568
13/06/2020,11,Sao_Tome_and_Principe,86.95733046
14/06/2020,9,Sao_Tome_and_Principe,83.70224322
15/06/2020,2,Sao_Tome_and_Principe,82.7722183
16/06/2020,0,Sao_Tome_and_Principe,82.30720583
17/06/2020,10,Sao_Tome_and_Principe,86.95733046
18/06/2020,12,Sao_Tome_and_Principe,92.53748
19/06/2020,5,Sao_Tome_and_Principe,87.88735538
20/06/2020,5,Sao_Tome_and_Principe,85.56229307
21/06/2020,5,Sao_Tome_and_Principe,86.02730553
22/06/2020,0,Sao_Tome_and_Principe,85.56229307
23/06/2020,4,Sao_Tome_and_Principe,87.42234292
24/06/2020,5,Sao_Tome_and_Principe,89.74740523
25/06/2020,3,Sao_Tome_and_Principe,36.27097206
26/06/2020,1,Sao_Tome_and_Principe,33.48089729
27/06/2020,1,Sao_Tome_and_Principe,28.83077266
28/06/2020,1,Sao_Tome_and_Principe,25.11067297
29/06/2020,0,Sao_Tome_and_Principe,24.18064804
30/06/2020,0,Sao_Tome_and_Principe,24.18064804
1/7/2020,1,Sao_Tome_and_Principe,19.99553588
2/7/2020,1,Sao_Tome_and_Principe,14.88039879
3/7/2020,2,Sao_Tome_and_Principe,13.48536141
4/7/2020,2,Sao_Tome_and_Principe,12.09032402
5/7/2020,0,Sao_Tome_and_Principe,9.76526171
6/7/2020,1,Sao_Tome_and_Principe,10.23027417
7/7/2020,1,Sao_Tome_and_Principe,8.83523678
8/7/2020,3,Sao_Tome_and_Principe,7.90521186
9/7/2020,0,Sao_Tome_and_Principe,6.51017447
10/7/2020,2,Sao_Tome_and_Principe,6.97518694
11/7/2020,1,Sao_Tome_and_Principe,6.97518694
12/7/2020,0,Sao_Tome_and_Principe,6.51017447
13/07/2020,2,Sao_Tome_and_Principe,7.4401994
14/07/2020,3,Sao_Tome_and_Principe,8.83523678
15/07/2020,0,Sao_Tome_and_Principe,8.37022432
16/07/2020,5,Sao_Tome_and_Principe,10.23027417
17/07/2020,3,Sao_Tome_and_Principe,10.69528663
18/07/2020,1,Sao_Tome_and_Principe,10.23027417
19/07/2020,2,Sao_Tome_and_Principe,11.1602991
20/07/2020,3,Sao_Tome_and_Principe,12.09032402
21/07/2020,0,Sao_Tome_and_Principe,11.62531156
22/07/2020,0,Sao_Tome_and_Principe,10.23027417
23/07/2020,1,Sao_Tome_and_Principe,10.69528663
24/07/2020,2,Sao_Tome_and_Principe,10.69528663
25/07/2020,111,Sao_Tome_and_Principe,61.84665749
26/07/2020,2,Sao_Tome_and_Principe,62.77668242
27/07/2020,1,Sao_Tome_and_Principe,62.31166995
28/07/2020,2,Sao_Tome_and_Principe,61.84665749
29/07/2020,2,Sao_Tome_and_Principe,62.77668242
30/07/2020,1,Sao_Tome_and_Principe,60.91663257
31/07/2020,2,Sao_Tome_and_Principe,60.4516201
1/8/2020,1,Sao_Tome_and_Principe,60.4516201
2/8/2020,3,Sao_Tome_and_Principe,60.91663257
3/8/2020,0,Sao_Tome_and_Principe,59.52159518
4/8/2020,0,Sao_Tome_and_Principe,59.52159518
5/8/2020,1,Sao_Tome_and_Principe,59.98660764
6/8/2020,3,Sao_Tome_and_Principe,60.91663257
7/8/2020,0,Sao_Tome_and_Principe,59.98660764
8/8/2020,0,Sao_Tome_and_Principe,8.37022432
9/8/2020,0,Sao_Tome_and_Principe,7.4401994
10/8/2020,0,Sao_Tome_and_Principe,6.97518694
11/8/2020,0,Sao_Tome_and_Principe,6.04516201
12/8/2020,3,Sao_Tome_and_Principe,6.51017447
13/08/2020,1,Sao_Tome_and_Principe,6.51017447
14/08/2020,0,Sao_Tome_and_Principe,5.58014955
15/08/2020,1,Sao_Tome_and_Principe,5.58014955
16/08/2020,2,Sao_Tome_and_Principe,5.11513709
17/08/2020,0,Sao_Tome_and_Principe,5.11513709
18/08/2020,0,Sao_Tome_and_Principe,5.11513709
19/08/2020,0,Sao_Tome_and_Principe,4.65012462
20/08/2020,0,Sao_Tome_and_Principe,3.25508724
21/08/2020,0,Sao_Tome_and_Principe,3.25508724
22/08/2020,3,Sao_Tome_and_Principe,4.65012462
23/08/2020,4,Sao_Tome_and_Principe,6.51017447
24/08/2020,0,Sao_Tome_and_Principe,6.51017447
25/08/2020,0,Sao_Tome_and_Principe,6.51017447
26/08/2020,0,Sao_Tome_and_Principe,5.11513709
27/08/2020,0,Sao_Tome_and_Principe,4.65012462
28/08/2020,2,Sao_Tome_and_Principe,5.58014955
29/08/2020,1,Sao_Tome_and_Principe,5.58014955
30/08/2020,0,Sao_Tome_and_Principe,4.65012462
31/08/2020,1,Sao_Tome_and_Principe,5.11513709
1/9/2020,0,Sao_Tome_and_Principe,5.11513709
2/9/2020,0,Sao_Tome_and_Principe,5.11513709
3/9/2020,0,Sao_Tome_and_Principe,5.11513709
4/9/2020,1,Sao_Tome_and_Principe,5.58014955
5/9/2020,0,Sao_Tome_and_Principe,4.18511216
6/9/2020,1,Sao_Tome_and_Principe,2.79007477
7/9/2020,0,Sao_Tome_and_Principe,2.79007477
8/9/2020,0,Sao_Tome_and_Principe,2.79007477
9/9/2020,0,Sao_Tome_and_Principe,2.79007477
10/9/2020,0,Sao_Tome_and_Principe,2.79007477
11/9/2020,3,Sao_Tome_and_Principe,3.25508724
12/9/2020,5,Sao_Tome_and_Principe,5.11513709
13/09/2020,0,Sao_Tome_and_Principe,5.11513709
14/09/2020,0,Sao_Tome_and_Principe,4.65012462
15/09/2020,0,Sao_Tome_and_Principe,4.65012462
16/09/2020,1,Sao_Tome_and_Principe,5.11513709
17/09/2020,0,Sao_Tome_and_Principe,5.11513709
18/09/2020,0,Sao_Tome_and_Principe,4.65012462
19/09/2020,1,Sao_Tome_and_Principe,5.11513709
20/09/2020,0,Sao_Tome_and_Principe,4.65012462
21/09/2020,0,Sao_Tome_and_Principe,4.65012462
22/09/2020,0,Sao_Tome_and_Principe,4.65012462
23/09/2020,0,Sao_Tome_and_Principe,4.65012462
24/09/2020,0,Sao_Tome_and_Principe,4.65012462
25/09/2020,2,Sao_Tome_and_Principe,4.18511216
26/09/2020,1,Sao_Tome_and_Principe,2.32506231
27/09/2020,0,Sao_Tome_and_Principe,2.32506231
28/09/2020,0,Sao_Tome_and_Principe,2.32506231
29/09/2020,0,Sao_Tome_and_Principe,2.32506231
30/09/2020,0,Sao_Tome_and_Principe,1.86004985
1/10/2020,0,Sao_Tome_and_Principe,1.86004985
2/10/2020,0,Sao_Tome_and_Principe,1.86004985
3/10/2020,0,Sao_Tome_and_Principe,1.39503739
4/10/2020,2,Sao_Tome_and_Principe,2.32506231
5/10/2020,0,Sao_Tome_and_Principe,2.32506231
6/10/2020,0,Sao_Tome_and_Principe,2.32506231
7/10/2020,1,Sao_Tome_and_Principe,2.79007477
8/10/2020,0,Sao_Tome_and_Principe,2.79007477
9/10/2020,7,Sao_Tome_and_Principe,5.11513709
10/10/2020,1,Sao_Tome_and_Principe,5.11513709
11/10/2020,0,Sao_Tome_and_Principe,5.11513709
12/10/2020,7,Sao_Tome_and_Principe,8.37022432
13/10/2020,0,Sao_Tome_and_Principe,8.37022432
14/10/2020,0,Sao_Tome_and_Principe,8.37022432
15/10/2020,0,Sao_Tome_and_Principe,8.37022432
16/10/2020,0,Sao_Tome_and_Principe,8.37022432
17/10/2020,3,Sao_Tome_and_Principe,9.76526171
18/10/2020,0,Sao_Tome_and_Principe,8.83523678
19/10/2020,1,Sao_Tome_and_Principe,9.30024925
20/10/2020,0,Sao_Tome_and_Principe,9.30024925
21/10/2020,0,Sao_Tome_and_Principe,8.83523678
22/10/2020,2,Sao_Tome_and_Principe,9.76526171
23/10/2020,0,Sao_Tome_and_Principe,6.51017447
24/10/2020,3,Sao_Tome_and_Principe,7.4401994
25/10/2020,2,Sao_Tome_and_Principe,8.37022432
26/10/2020,0,Sao_Tome_and_Principe,5.11513709
27/10/2020,1,Sao_Tome_and_Principe,5.58014955
28/10/2020,0,Sao_Tome_and_Principe,5.58014955
29/10/2020,2,Sao_Tome_and_Principe,6.51017447
30/10/2020,1,Sao_Tome_and_Principe,6.97518694
31/10/2020,1,Sao_Tome_and_Principe,6.04516201
1/11/2020,0,Sao_Tome_and_Principe,6.04516201
2/11/2020,4,Sao_Tome_and_Principe,7.4401994
3/11/2020,0,Sao_Tome_and_Principe,7.4401994
4/11/2020,5,Sao_Tome_and_Principe,9.76526171
5/11/2020,4,Sao_Tome_and_Principe,10.69528663
6/11/2020,0,Sao_Tome_and_Principe,10.69528663
7/11/2020,2,Sao_Tome_and_Principe,10.23027417
8/11/2020,2,Sao_Tome_and_Principe,10.23027417
9/11/2020,0,Sao_Tome_and_Principe,10.23027417
10/11/2020,0,Sao_Tome_and_Principe,9.76526171
11/11/2020,0,Sao_Tome_and_Principe,9.76526171
12/11/2020,0,Sao_Tome_and_Principe,8.83523678
13/11/2020,1,Sao_Tome_and_Principe,8.83523678
14/11/2020,0,Sao_Tome_and_Principe,8.37022432
15/11/2020,1,Sao_Tome_and_Principe,8.83523678
16/11/2020,1,Sao_Tome_and_Principe,7.4401994
17/11/2020,0,Sao_Tome_and_Principe,7.4401994
18/11/2020,2,Sao_Tome_and_Principe,6.04516201
19/11/2020,0,Sao_Tome_and_Principe,4.18511216
20/11/2020,7,Sao_Tome_and_Principe,7.4401994
21/11/2020,0,Sao_Tome_and_Principe,6.51017447
22/11/2020,5,Sao_Tome_and_Principe,7.90521186
23/11/2020,0,Sao_Tome_and_Principe,7.90521186
24/11/2020,2,Sao_Tome_and_Principe,8.83523678
25/11/2020,0,Sao_Tome_and_Principe,8.83523678
26/11/2020,1,Sao_Tome_and_Principe,9.30024925
27/11/2020,3,Sao_Tome_and_Principe,10.23027417
28/11/2020,0,Sao_Tome_and_Principe,10.23027417
29/11/2020,0,Sao_Tome_and_Principe,9.76526171
30/11/2020,4,Sao_Tome_and_Principe,11.1602991
1/12/2020,2,Sao_Tome_and_Principe,12.09032402
2/12/2020,5,Sao_Tome_and_Principe,13.48536141
3/12/2020,1,Sao_Tome_and_Principe,13.95037387
4/12/2020,0,Sao_Tome_and_Principe,10.69528663
5/12/2020,2,Sao_Tome_and_Principe,11.62531156
6/12/2020,0,Sao_Tome_and_Principe,9.30024925
7/12/2020,0,Sao_Tome_and_Principe,9.30024925
8/12/2020,3,Sao_Tome_and_Principe,9.76526171
9/12/2020,3,Sao_Tome_and_Principe,11.1602991
10/12/2020,0,Sao_Tome_and_Principe,10.69528663
11/12/2020,4,Sao_Tome_and_Principe,11.1602991
12/12/2020,0,Sao_Tome_and_Principe,11.1602991
13/12/2020,0,Sao_Tome_and_Principe,11.1602991
14/12/2020,0,Sao_Tome_and_Principe,9.30024925
3/3/2020,1,Saudi_Arabia,
6/3/2020,4,Saudi_Arabia,
8/3/2020,2,Saudi_Arabia,
9/3/2020,4,Saudi_Arabia,
10/3/2020,4,Saudi_Arabia,
11/3/2020,5,Saudi_Arabia,
12/3/2020,25,Saudi_Arabia,
13/03/2020,17,Saudi_Arabia,
14/03/2020,24,Saudi_Arabia,
15/03/2020,0,Saudi_Arabia,
16/03/2020,32,Saudi_Arabia,
17/03/2020,15,Saudi_Arabia,
18/03/2020,0,Saudi_Arabia,
19/03/2020,38,Saudi_Arabia,0.49900012
20/03/2020,67,Saudi_Arabia,0.69159665
21/03/2020,36,Saudi_Arabia,0.78497679
22/03/2020,118,Saudi_Arabia,1.1234798
23/03/2020,119,Saudi_Arabia,1.45906467
24/03/2020,51,Saudi_Arabia,1.59621675
25/03/2020,205,Saudi_Arabia,2.17984262
26/03/2020,133,Saudi_Arabia,2.49500059
27/03/2020,112,Saudi_Arabia,2.77222288
28/03/2020,92,Saudi_Arabia,2.97065567
29/03/2020,99,Saudi_Arabia,3.25955048
30/03/2020,26,Saudi_Arabia,3.2420417
31/03/2020,224,Saudi_Arabia,3.85193073
1/4/2020,110,Saudi_Arabia,4.17292496
2/4/2020,157,Saudi_Arabia,4.52018235
3/4/2020,165,Saudi_Arabia,4.80615903
4/4/2020,0,Saudi_Arabia,4.70110637
5/4/2020,294,Saudi_Arabia,5.21469714
6/4/2020,206,Saudi_Arabia,5.46857439
7/4/2020,138,Saudi_Arabia,5.72245164
8/4/2020,272,Saudi_Arabia,5.91796631
9/4/2020,137,Saudi_Arabia,5.92963882
10/4/2020,355,Saudi_Arabia,6.63874425
11/4/2020,364,Saudi_Arabia,7.43247544
12/4/2020,382,Saudi_Arabia,8.25830604
13/04/2020,429,Saudi_Arabia,9.43431216
14/04/2020,472,Saudi_Arabia,10.15800824
15/04/2020,435,Saudi_Arabia,11.10640028
16/04/2020,493,Saudi_Arabia,12.08689174
17/04/2020,518,Saudi_Arabia,13.11699139
18/04/2020,762,Saudi_Arabia,15.34060595
19/04/2020,1132,Saudi_Arabia,17.78599834
20/04/2020,1088,Saudi_Arabia,20.35978842
21/04/2020,1122,Saudi_Arabia,23.2312277
22/04/2020,1147,Saudi_Arabia,25.78459087
23/04/2020,1141,Saudi_Arabia,28.71439273
24/04/2020,1158,Saudi_Arabia,31.05765059
25/04/2020,1172,Saudi_Arabia,33.4154991
26/04/2020,1197,Saudi_Arabia,35.79377452
27/04/2020,1223,Saudi_Arabia,38.11076921
28/04/2020,1289,Saudi_Arabia,40.49488089
29/04/2020,1266,Saudi_Arabia,42.91984637
30/04/2020,1325,Saudi_Arabia,45.34772998
1/5/2020,1351,Saudi_Arabia,47.77853173
2/5/2020,1344,Saudi_Arabia,49.476883
3/5/2020,1362,Saudi_Arabia,50.14805275
4/5/2020,1552,Saudi_Arabia,51.50206477
5/5/2020,1645,Saudi_Arabia,53.02824641
6/5/2020,1595,Saudi_Arabia,54.33556836
7/5/2020,1687,Saudi_Arabia,55.92886698
8/5/2020,1793,Saudi_Arabia,57.78187911
9/5/2020,1701,Saudi_Arabia,59.32556953
10/5/2020,1704,Saudi_Arabia,60.80506111
11/5/2020,1912,Saudi_Arabia,62.81565223
12/5/2020,1966,Saudi_Arabia,64.79122579
13/05/2020,1911,Saudi_Arabia,66.67341922
14/05/2020,1905,Saudi_Arabia,68.36593424
15/05/2020,2039,Saudi_Arabia,70.37360722
16/05/2020,2307,Saudi_Arabia,73.18376578
17/05/2020,2840,Saudi_Arabia,77.49676095
18/05/2020,2736,Saudi_Arabia,80.95182609
19/05/2020,2593,Saudi_Arabia,83.71821271
20/05/2020,2509,Saudi_Arabia,86.38538293
21/05/2020,2691,Saudi_Arabia,89.31518479
22/05/2020,2532,Saudi_Arabia,91.47168237
23/05/2020,2642,Saudi_Arabia,94.21764208
24/05/2020,2442,Saudi_Arabia,96.37122154
25/05/2020,2399,Saudi_Arabia,97.79235053
26/05/2020,2235,Saudi_Arabia,98.57732732
27/05/2020,1931,Saudi_Arabia,98.63568991
28/05/2020,1815,Saudi_Arabia,98.37305827
